10000,397,2277,2277,1,btarraycmp
10001,423,1560,1560,1,bitcmp
10002,423,1560,1560,4,btequalimage
10003,424,16,16,1,btboolcmp
10004,424,16,16,4,btequalimage
10005,426,1042,1042,1,bpcharcmp
10006,426,1042,1042,2,bpchar_sortsupport
10007,426,1042,1042,4,btvarstrequalimage
10008,428,17,17,1,byteacmp
10009,428,17,17,2,bytea_sortsupport
10010,428,17,17,4,btequalimage
10011,429,18,18,1,btcharcmp
10012,429,18,18,4,btequalimage
10013,434,1082,1082,1,date_cmp
10014,434,1082,1082,2,date_sortsupport
10015,434,1082,1082,4,btequalimage
10016,434,1082,1114,1,date_cmp_timestamp
10017,434,1082,1184,1,date_cmp_timestamptz
10018,434,1114,1114,1,timestamp_cmp
10019,434,1114,1114,2,timestamp_sortsupport
10020,434,1114,1114,4,btequalimage
