12558,en-SH-x-icu,11,10,i,True,-1,,,en-SH,,153.14
12559,en-SI-x-icu,11,10,i,True,-1,,,en-SI,,153.14
12560,en-SL-x-icu,11,10,i,True,-1,,,en-SL,,153.14
12561,en-SS-x-icu,11,10,i,True,-1,,,en-SS,,153.14
12562,en-SX-x-icu,11,10,i,True,-1,,,en-SX,,153.14
12563,en-SZ-x-icu,11,10,i,True,-1,,,en-SZ,,153.14
12564,en-TC-x-icu,11,10,i,True,-1,,,en-TC,,153.14
12565,en-TK-x-icu,11,10,i,True,-1,,,en-TK,,153.14
12566,en-TO-x-icu,11,10,i,True,-1,,,en-TO,,153.14
12567,en-TT-x-icu,11,10,i,True,-1,,,en-TT,,153.14
12568,en-TV-x-icu,11,10,i,True,-1,,,en-TV,,153.14
12569,en-TZ-x-icu,11,10,i,True,-1,,,en-TZ,,153.14
12570,en-UG-x-icu,11,10,i,True,-1,,,en-UG,,153.14
12571,en-UM-x-icu,11,10,i,True,-1,,,en-UM,,153.14
12572,en-US-x-icu,11,10,i,True,-1,,,en-US,,153.14
12573,en-US-u-va-posix-x-icu,11,10,i,True,-1,,,en-US-u-va-posix,,153.14.37
12574,en-VC-x-icu,11,10,i,True,-1,,,en-VC,,153.14
12575,en-VG-x-icu,11,10,i,True,-1,,,en-VG,,153.14
12576,en-VI-x-icu,11,10,i,True,-1,,,en-VI,,153.14
12577,en-VU-x-icu,11,10,i,True,-1,,,en-VU,,153.14
12578,en-WS-x-icu,11,10,i,True,-1,,,en-WS,,153.14
12579,en-ZA-x-icu,11,10,i,True,-1,,,en-ZA,,153.14
12580,en-ZM-x-icu,11,10,i,True,-1,,,en-ZM,,153.14
12581,en-ZW-x-icu,11,10,i,True,-1,,,en-ZW,,153.14
12582,eo-x-icu,11,10,i,True,-1,,,eo,,153.14.37
12583,eo-001-x-icu,11,10,i,True,-1,,,eo-001,,153.14.37
12584,es-x-icu,11,10,i,True,-1,,,es,,153.14.37
12585,es-419-x-icu,11,10,i,True,-1,,,es-419,,153.14.37
12586,es-AR-x-icu,11,10,i,True,-1,,,es-AR,,153.14.37
12587,es-BO-x-icu,11,10,i,True,-1,,,es-BO,,153.14.37
